0.0,0.0,0.0,0.0,0.0,0.16
0.0,0.0,0.0,0.0,0.0,0.26
0.0,0.0,0.0,0.0,0.0,0.37
0.0,0.0,0.0,0.0,0.0,0.49
0.0,0.0,0.0,0.0,0.0,0.61
0.0,1.0,0.0,0.0,0.0,0.72
0.0,1.0,0.0,0.0,0.0,0.85
0.0,1.0,0.0,0.0,0.0,0.95
0.0,1.0,0.0,0.0,0.0,1.06
1.0,1.0,0.0,0.0,0.0,1.18
1.0,1.0,0.0,0.0,0.0,1.28
1.0,1.0,0.0,0.0,0.0,1.38
1.0,1.0,0.0,0.0,0.0,1.49
1.0,1.0,0.0,0.0,0.0,1.59
1.0,1.0,0.0,0.0,0.0,1.7
1.0,1.0,0.0,0.0,0.0,1.8
1.0,1.0,0.0,0.0,0.0,1.91
1.0,1.0,0.0,0.0,0.0,2.04
1.0,1.0,0.0,0.0,0.0,2.14
1.0,1.0,0.0,0.0,0.0,2.25
1.0,1.0,0.0,0.0,0.0,2.35
1.0,1.0,0.0,0.0,0.0,2.45
1.0,1.0,0.0,0.0,0.0,2.55
1.0,1.0,0.0,0.0,0.0,2.66
1.0,1.0,0.0,0.0,0.0,2.76
1.0,1.0,0.0,0.0,0.0,2.87
1.0,1.0,0.0,0.0,0.0,2.97
1.0,1.0,0.0,0.0,0.0,3.07
1.0,1.0,0.0,0.0,0.0,3.18
1.0,1.0,0.0,0.0,0.0,3.29
1.0,1.0,0.0,0.0,0.0,3.39
1.0,1.0,0.0,0.0,0.0,3.54
1.0,1.0,0.0,0.0,0.0,3.64
1.0,1.0,0.0,0.0,0.0,3.74
1.0,1.0,0.0,0.0,0.0,3.84
1.0,1.0,0.0,0.0,0.0,3.95
1.0,1.0,0.0,0.0,0.0,4.05
1.0,1.0,0.0,0.0,0.0,4.16
1.0,1.0,0.0,0.0,0.0,4.26
1.0,1.0,0.0,0.0,0.0,4.36
1.0,1.0,0.0,0.0,0.0,4.46
1.0,1.0,0.0,0.0,0.0,4.57
1.0,1.0,0.0,0.0,0.0,4.69
1.0,1.0,0.0,0.0,0.0,4.8
1.0,1.0,0.0,0.0,0.0,4.9
1.0,1.0,0.0,0.0,0.0,5.03
1.0,1.0,0.0,0.0,0.0,5.13
1.0,1.0,0.0,0.0,0.0,5.23
1.0,1.0,0.0,0.0,0.0,5.33
1.0,1.0,0.0,0.0,0.0,5.45
1.0,1.0,0.0,0.0,0.0,5.54
1.0,1.0,0.0,0.0,0.0,5.64
1.0,1.0,0.0,0.0,0.0,5.75
1.0,1.0,0.0,0.0,0.0,5.84
1.0,1.0,0.0,0.0,0.0,5.94
1.0,1.0,0.0,0.0,0.0,6.05
1.0,1.0,0.0,0.0,0.0,6.17
1.0,1.0,0.0,0.0,0.0,6.26
1.0,1.0,0.0,0.0,0.0,6.36
1.0,1.0,0.0,0.0,0.0,6.46
1.0,1.0,0.0,0.0,0.0,6.56
1.0,1.0,0.0,0.0,0.0,6.66
1.0,1.0,0.0,0.0,0.0,6.76
1.0,1.0,0.0,0.0,0.0,6.86
1.0,1.0,0.0,0.0,0.0,6.96
1.0,1.0,0.0,0.0,0.0,7.09
1.0,1.0,0.0,0.0,0.0,7.19
1.0,1.0,0.0,0.0,0.0,7.3
1.0,1.0,0.0,0.0,0.0,7.4
1.0,1.0,0.0,0.0,0.0,7.5
1.0,1.0,0.0,0.0,0.0,7.61
1.0,1.0,0.0,0.0,0.0,7.71
1.0,1.0,0.0,0.0,0.0,7.81
1.0,1.0,0.0,0.0,0.0,7.93
1.0,1.0,0.0,0.0,0.0,8.03
1.0,1.0,0.0,0.0,0.0,8.16
1.0,1.0,0.0,0.0,0.0,8.26
1.0,1.0,0.0,0.0,0.0,8.37
1.0,1.0,0.0,0.0,0.0,8.47
1.0,1.0,0.0,0.0,0.0,8.57
1.0,1.0,0.0,0.0,0.0,8.68
1.0,1.0,0.0,0.0,0.0,8.78
1.0,1.0,0.0,0.0,0.0,8.88
1.0,1.0,0.0,0.0,0.0,8.99
1.0,1.0,0.0,0.0,0.0,9.09
1.0,1.0,0.0,0.0,0.0,9.19
1.0,1.0,0.0,0.0,0.0,9.3
1.0,1.0,0.0,0.0,0.0,9.4
1.0,1.0,0.0,0.0,0.0,9.5
1.0,1.0,0.0,0.0,0.0,9.6
1.0,1.0,0.0,0.0,0.0,9.72
1.0,1.0,0.0,0.0,0.0,9.82
1.0,1.0,0.0,0.0,0.0,9.92
1.0,1.0,0.0,0.0,0.0,10.04
1.0,1.0,0.0,0.0,0.0,10.14
1.0,1.0,0.0,0.0,0.0,10.24
1.0,1.0,0.0,0.0,0.0,10.34
1.0,1.0,0.0,0.0,0.0,10.44
1.0,1.0,0.0,0.0,0.0,10.54
0.0,1.0,0.0,0.0,0.0,10.64
0.0,1.0,0.0,0.0,0.0,10.77
0.0,1.0,0.0,0.0,0.0,10.89
0.0,1.0,0.0,0.0,0.0,10.98
1.0,1.0,0.0,0.0,0.0,11.09
1.0,1.0,0.0,0.0,0.0,11.19
1.0,1.0,0.0,0.0,0.0,11.31
1.0,1.0,0.0,0.0,0.0,11.41
1.0,1.0,0.0,0.0,0.0,11.51
1.0,1.0,0.0,0.0,0.0,11.61
1.0,1.0,0.0,0.0,0.0,11.72
1.0,1.0,0.0,0.0,0.0,11.81
1.0,1.0,0.0,0.0,0.0,11.91
1.0,1.0,0.0,0.0,0.0,12.03
1.0,1.0,0.0,0.0,0.0,12.13
1.0,1.0,0.0,0.0,0.0,12.23
1.0,1.0,0.0,0.0,0.0,12.35
1.0,1.0,0.0,0.0,0.0,12.45
1.0,1.0,0.0,0.0,0.0,12.57
1.0,1.0,0.0,0.0,0.0,12.7
1.0,1.0,0.0,0.0,0.0,12.8
1.0,1.0,0.0,0.0,0.0,12.9
1.0,1.0,0.0,0.0,0.0,12.99
1.0,1.0,0.0,0.0,0.0,13.09
1.0,1.0,0.0,0.0,0.0,13.19
1.0,1.0,0.0,0.0,0.0,13.29
1.0,1.0,0.0,0.0,0.0,13.39
1.0,1.0,0.0,0.0,0.0,13.5
1.0,1.0,0.0,0.0,0.0,13.6
1.0,1.0,0.0,0.0,0.0,13.7
1.0,1.0,0.0,0.0,0.0,13.8
1.0,1.0,0.0,0.0,0.0,13.91
